egoid,stress,happy,health,trust,sleep_quality,sedentary,exercise_alone,exercise_others,beer,wine,caffeine,tobacco,wave
67993,2.0999999,2.0,2.0,3.5,9.0,2.8181818,0.0,0.0,1.0,1.0,4.0,3.0,4
96543,1.6,0.0,2.0,3.1666667,4.0,2.909091,1.0,0.0,2.0,3.0,1.0,3.0,4
49800,2.2,0.0,1.0,2.8333333,,2.7272727,2.0,2.0,3.0,3.0,1.0,3.0,4
11002,1.1,3.0,0.0,3.8333333,3.0,2.5454545,1.0,1.0,1.0,1.0,0.0,3.0,4
72850,2.3,2.0,2.0,3.0,,2.1818182,1.0,3.0,1.0,1.0,4.0,3.0,4
15134,2.0999999,2.0,2.0,4.0,7.0,1.8181819,4.0,4.0,2.0,0.0,4.0,3.0,4
42531,1.4,2.0,2.0,3.6666667,,2.6363637,1.0,1.0,1.0,1.0,3.0,3.0,4
34062,1.8,3.0,0.0,3.0,8.0,2.1818182,4.0,4.0,1.0,1.0,4.0,3.0,4
18111,2.8,1.0,2.0,3.3333333,5.0,2.1818182,1.0,1.0,1.0,1.0,4.0,3.0,4
42646,2.0,0.0,0.0,3.5,,1.5454545,4.0,0.0,3.0,2.0,4.0,3.0,4
59097,2.2,1.0,2.0,2.8333333,6.0,2.5454545,0.0,0.0,1.0,1.0,4.0,2.0,4
91484,2.0,2.0,2.0,3.8333333,5.0,1.9090909,2.0,2.0,0.0,1.0,1.0,3.0,4
24833,1.8,2.0,2.0,3.1666667,9.0,2.7272727,1.0,1.0,1.0,1.0,4.0,3.0,4
84502,1.9,2.0,2.0,3.6666667,5.0,2.3636363,1.0,4.0,3.0,3.0,2.0,3.0,4
52123,2.0,2.0,1.0,3.6666667,,3.0,0.0,0.0,1.0,1.0,4.0,3.0,4
78783,2.3,1.0,2.0,3.6666667,5.0,2.7272727,4.0,1.0,0.0,0.0,4.0,3.0,4
25197,2.5,2.0,0.0,3.1666667,7.0,2.090909,1.0,1.0,1.0,1.0,3.0,3.0,4
35872,0.30000001,3.0,0.0,3.3333333,7.0,3.1818182,0.0,0.0,3.0,3.0,3.0,3.0,4
23270,1.7,0.0,2.0,3.0,4.0,1.3636364,4.0,1.0,3.0,3.0,4.0,3.0,4
92716,1.2,2.0,2.0,3.8333333,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,4
70125,2.5,0.0,2.0,2.3333333,8.0,1.9090909,4.0,1.0,1.0,1.0,2.0,3.0,4
67192,3.3,1.0,1.0,2.0,8.0,3.5454545,1.0,1.0,3.0,1.0,3.0,3.0,4
12029,2.0,0.0,2.0,2.8333333,,3.7272727,0.0,0.0,3.0,3.0,4.0,3.0,4
70745,1.5,2.0,2.0,3.3333333,,2.909091,0.0,3.0,2.0,1.0,3.0,3.0,4
93856,2.2,1.0,2.0,2.0,,2.7272727,0.0,3.0,2.0,2.0,2.0,3.0,4
97448,1.6,2.0,2.0,4.0,4.0,2.5454545,4.0,3.0,1.0,1.0,0.0,3.0,4
89165,1.7,1.0,1.0,3.3333333,,3.0,1.0,1.0,1.0,4.0,4.0,3.0,4
97280,1.9,0.0,2.0,3.0,5.0,3.5454545,0.0,0.0,1.0,1.0,1.0,3.0,4
66156,2.2,0.0,2.0,3.5,,2.2727273,0.0,1.0,1.0,1.0,1.0,3.0,4
67177,2.5,1.0,3.0,2.6666667,4.0,2.909091,3.0,3.0,3.0,3.0,1.0,3.0,4
22540,2.8,1.0,3.0,3.1666667,,2.3636363,3.0,3.0,3.0,2.0,3.0,3.0,4
87328,0.69999999,3.0,2.0,3.0,7.0,4.2727275,0.0,2.0,3.0,3.0,3.0,3.0,4
49497,2.8,1.0,1.0,2.5,6.0,2.4545455,4.0,3.0,1.0,1.0,0.0,3.0,4
41952,1.3,2.0,2.0,3.6666667,,4.090909,4.0,2.0,0.0,1.0,4.0,3.0,4
17183,1.3,2.0,2.0,3.6666667,,2.909091,0.0,3.0,0.0,0.0,3.0,3.0,4
22408,1.0,3.0,0.0,4.0,3.0,2.3636363,4.0,1.0,2.0,3.0,3.0,3.0,4
54435,1.6,2.0,2.0,3.3333333,,2.1818182,4.0,3.0,3.0,0.0,1.0,3.0,4
38554,2.5999999,0.0,2.0,2.8333333,,2.4545455,1.0,1.0,3.0,2.0,3.0,3.0,4
38293,2.0999999,2.0,2.0,3.5,14.0,2.4545455,1.0,4.0,1.0,1.0,1.0,3.0,4
33785,2.0999999,0.0,2.0,3.1666667,6.0,3.5454545,4.0,0.0,0.0,2.0,4.0,1.0,4
33009,2.0999999,2.0,2.0,3.0,,2.0,1.0,1.0,0.0,1.0,4.0,3.0,4
91726,1.0,2.0,2.0,3.3333333,5.0,2.4545455,1.0,1.0,3.0,3.0,2.0,3.0,4
59355,2.4000001,1.0,2.0,3.5,5.0,2.1818182,4.0,3.0,0.0,0.0,4.0,3.0,4
96184,1.7,2.0,2.0,3.3333333,6.0,1.8181819,0.0,0.0,3.0,3.0,4.0,3.0,4
70005,2.3,2.0,2.0,3.1666667,,2.090909,3.0,2.0,1.0,0.0,1.0,2.0,4
64157,1.4444444,0.0,0.0,4.1666665,,2.1818182,4.0,1.0,3.0,3.0,4.0,3.0,4
68050,1.2,3.0,2.0,4.3333335,6.0,2.7272727,3.0,3.0,1.0,4.0,0.0,3.0,4
79395,2.0,1.0,0.0,2.6666667,7.0,2.5454545,1.0,4.0,1.0,1.0,4.0,3.0,4
59863,1.2,3.0,2.0,3.5,4.0,2.7272727,4.0,1.0,1.0,3.0,1.0,3.0,4
63419,1.7,2.0,2.0,4.3333335,7.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4
22913,1.6,2.0,2.0,3.1666667,5.0,2.090909,0.0,0.0,1.0,1.0,4.0,0.0,4
91313,1.6,2.0,2.0,3.0,,2.7272727,1.0,4.0,1.0,1.0,4.0,3.0,4
14511,2.3,2.0,2.0,3.6666667,,2.7272727,4.0,0.0,1.0,1.0,4.0,3.0,4
73962,2.0,2.0,2.0,3.3333333,,2.1818182,1.0,3.0,1.0,1.0,4.0,3.0,4
48969,3.2,1.0,0.0,3.0,10.0,4.0,4.0,3.0,3.0,2.0,0.0,3.0,4
10153,0.5,2.0,0.0,3.5,,2.4545455,1.0,4.0,0.0,0.0,0.0,3.0,4
79731,2.5,0.0,2.0,2.8333333,6.0,3.090909,3.0,3.0,0.0,0.0,4.0,3.0,4
64296,1.2,3.0,2.0,3.5,4.0,1.9090909,3.0,1.0,3.0,3.0,1.0,3.0,4
17569,2.0,2.0,2.0,3.8333333,7.0,1.9090909,3.0,1.0,1.0,0.0,0.0,0.0,4
77036,2.0999999,0.0,1.0,3.0,6.0,1.2727273,2.0,2.0,2.0,3.0,3.0,3.0,4
53518,1.5,0.0,2.0,3.0,,3.0,0.0,3.0,4.0,4.0,4.0,2.0,4
33953,1.3,2.0,0.0,3.8333333,,3.1818182,4.0,4.0,2.0,1.0,3.0,3.0,4
82986,1.3,3.0,2.0,4.1666665,4.0,1.9090909,1.0,0.0,3.0,3.0,3.0,3.0,4
70566,1.8,2.0,2.0,3.5,8.0,3.2727273,4.0,4.0,3.0,1.0,4.0,3.0,4
11402,2.3,2.0,2.0,3.8333333,7.0,3.090909,1.0,1.0,1.0,0.0,3.0,1.0,4
38610,0.89999998,3.0,0.0,3.6666667,4.0,1.8181819,1.0,4.0,2.0,2.0,0.0,3.0,4
96610,0.89999998,3.0,2.0,3.6666667,8.0,1.5454545,2.0,0.0,3.0,3.0,4.0,3.0,4
77711,1.7,0.0,1.0,2.8333333,5.0,3.090909,1.0,1.0,0.0,0.0,3.0,3.0,4
17020,1.8,2.0,2.0,3.1666667,6.0,2.1818182,2.0,0.0,0.0,3.0,0.0,3.0,4
48676,1.7,2.0,2.0,3.8333333,,3.3636363,1.0,0.0,0.0,0.0,4.0,3.0,4
29885,1.6,0.0,0.0,3.1666667,5.0,2.8181818,4.0,4.0,1.0,1.0,4.0,3.0,4
79167,0.60000002,3.0,0.0,3.5,3.0,1.9090909,4.0,4.0,1.0,1.0,3.0,3.0,4
43710,1.7,2.0,2.0,3.1666667,,2.3636363,2.0,4.0,3.0,1.0,1.0,3.0,4
22455,1.4,3.0,0.0,1.8333334,4.0,3.4545455,4.0,3.0,3.0,3.0,3.0,3.0,4
57443,1.7,0.0,1.0,2.8333333,3.0,2.1818182,0.0,0.0,3.0,3.0,0.0,3.0,4
96469,1.4,3.0,2.0,3.8333333,,1.3636364,0.0,1.0,3.0,1.0,4.0,3.0,4
94579,1.7,2.0,2.0,3.0,2.0,4.181818,4.0,4.0,2.0,2.0,4.0,3.0,4
29257,1.1,2.0,2.0,3.6666667,5.0,2.1818182,1.0,1.0,1.0,0.0,3.0,3.0,4
23518,1.7,2.0,2.0,3.5,4.0,1.6363636,2.0,2.0,2.0,2.0,1.0,3.0,4
49539,1.2,2.0,2.0,3.6666667,5.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4
63904,2.5,1.0,1.0,2.1666667,6.0,2.1818182,3.0,3.0,3.0,3.0,3.0,3.0,4
82490,1.4,2.0,2.0,3.0,4.0,2.7272727,1.0,4.0,1.0,1.0,4.0,3.0,4
20335,0.30000001,3.0,0.0,3.1666667,4.0,3.5454545,4.0,0.0,0.0,1.0,4.0,3.0,4
35031,1.0,2.0,2.0,3.0,5.0,2.8181818,1.0,1.0,1.0,1.0,1.0,3.0,4
88185,1.4,3.0,2.0,3.6666667,5.0,2.909091,4.0,2.0,3.0,3.0,3.0,3.0,4
35344,3.0,1.0,2.0,4.1666665,5.0,1.6363636,4.0,0.0,1.0,1.0,4.0,3.0,4
31175,1.4,2.0,2.0,3.3333333,11.0,3.090909,4.0,3.0,1.0,1.0,4.0,3.0,4
98325,1.5,0.0,2.0,3.1666667,6.0,1.8181819,4.0,1.0,0.0,1.0,4.0,3.0,4
50666,1.6,3.0,2.0,3.6666667,,1.5454545,1.0,1.0,3.0,3.0,3.0,3.0,4
42617,1.8,2.0,2.0,3.5,,1.9090909,4.0,3.0,1.0,1.0,1.0,3.0,4
58793,2.0,2.0,2.0,3.6666667,,2.1818182,4.0,4.0,2.0,1.0,4.0,3.0,4
25125,2.0999999,0.0,2.0,4.0,,3.909091,1.0,1.0,1.0,1.0,4.0,3.0,4
25548,1.7,2.0,0.0,3.1666667,4.0,2.909091,1.0,1.0,1.0,1.0,4.0,3.0,4
96689,2.0,2.0,2.0,3.3333333,5.0,2.5454545,3.0,3.0,3.0,3.0,4.0,3.0,4
33657,2.0,0.0,0.0,3.5,,2.909091,1.0,0.0,1.0,1.0,4.0,3.0,4
36117,2.3,3.0,1.0,4.1666665,6.0,4.090909,3.0,4.0,0.0,0.0,1.0,3.0,4
82587,2.8,0.0,2.0,3.1666667,,2.6363637,1.0,1.0,3.0,0.0,1.0,3.0,4
77532,1.6,0.0,1.0,3.8333333,,2.0,1.0,0.0,3.0,3.0,4.0,3.0,4
92515,1.1,3.0,2.0,3.6666667,5.0,2.1818182,0.0,1.0,0.0,1.0,4.0,3.0,4
97844,2.5,2.0,1.0,3.5,,2.090909,3.0,1.0,1.0,1.0,3.0,3.0,4
49790,1.3,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4
15181,1.4,2.0,0.0,3.3333333,,2.5454545,4.0,4.0,1.0,2.0,2.0,3.0,4
78657,2.0999999,2.0,2.0,3.6666667,6.0,2.8181818,4.0,4.0,1.0,1.0,2.0,3.0,4
21887,1.2,2.0,2.0,3.5,8.0,2.909091,0.0,1.0,1.0,0.0,2.0,2.0,4
48154,0.69999999,3.0,0.0,3.6666667,5.0,2.3636363,4.0,2.0,0.0,1.0,3.0,3.0,4
51495,1.5,3.0,2.0,3.5,,2.2727273,2.0,0.0,0.0,0.0,4.0,3.0,4
21793,2.9000001,2.0,2.0,3.0,6.0,2.909091,1.0,0.0,0.0,0.0,3.0,3.0,4
37218,1.8,1.0,1.0,3.0,5.0,3.2727273,3.0,3.0,3.0,3.0,3.0,3.0,4
17932,1.2,2.0,2.0,2.6666667,7.0,2.5454545,4.0,1.0,1.0,1.0,1.0,3.0,4
80429,1.9,0.0,1.0,3.1666667,,2.6363637,2.0,3.0,1.0,1.0,3.0,3.0,4
75149,2.5,1.0,1.0,2.5,11.0,3.0,0.0,2.0,2.0,1.0,4.0,3.0,4
81420,1.9,0.0,2.0,3.0,5.0,2.7272727,4.0,1.0,1.0,0.0,1.0,0.0,4
33740,2.3,0.0,1.0,3.0,8.0,1.2727273,0.0,0.0,1.0,1.0,4.0,2.0,4
67709,2.4000001,0.0,2.0,3.1666667,5.0,2.8181818,1.0,4.0,3.0,3.0,3.0,3.0,4
36552,2.2,2.0,2.0,3.3333333,5.0,2.2727273,4.0,2.0,2.0,2.0,4.0,3.0,4
14301,2.5,0.0,0.0,3.5,,2.090909,1.0,4.0,3.0,3.0,1.0,3.0,4
63138,2.0999999,0.0,1.0,3.5,4.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,4
51298,1.5,2.0,1.0,3.5,,2.2727273,1.0,2.0,1.0,0.0,1.0,2.0,4
74632,1.8,2.0,0.0,3.3333333,,2.1818182,2.0,4.0,3.0,3.0,2.0,3.0,4
16654,2.0,2.0,2.0,3.3333333,3.0,2.4545455,1.0,4.0,1.0,1.0,4.0,3.0,4
84768,2.5,2.0,0.0,2.6666667,8.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,4
29134,1.3,0.0,2.0,3.6666667,6.0,2.2727273,1.0,4.0,1.0,1.0,4.0,3.0,4
24029,2.2,0.0,2.0,3.5,8.0,3.1818182,4.0,4.0,3.0,3.0,1.0,3.0,4
35361,2.0999999,0.0,2.0,2.6666667,,2.0,4.0,1.0,3.0,3.0,4.0,3.0,4
49086,1.7,2.0,2.0,3.6666667,4.0,3.1818182,3.0,3.0,0.0,1.0,2.0,3.0,4
85503,3.0999999,0.0,2.0,1.5,6.0,4.7272725,1.0,1.0,1.0,1.0,4.0,3.0,4
10732,1.6,2.0,2.0,3.5,,3.0,4.0,1.0,1.0,1.0,4.0,3.0,4
39564,1.0,2.0,2.0,3.0,,2.1818182,1.0,1.0,0.0,0.0,3.0,3.0,4
25172,0.60000002,3.0,0.0,3.5,,3.090909,4.0,4.0,1.0,1.0,4.0,3.0,4
95490,2.0999999,2.0,1.0,3.5,4.0,2.909091,4.0,2.0,1.0,1.0,4.0,3.0,4
23253,1.6,3.0,2.0,3.1666667,,3.5454545,1.0,1.0,0.0,0.0,4.0,3.0,4
90079,2.0,2.0,0.0,2.5,7.0,2.1818182,1.0,1.0,3.0,3.0,4.0,3.0,4
47584,1.9,2.0,2.0,4.0,,1.7272727,3.0,1.0,1.0,1.0,1.0,3.0,4
97990,1.8,2.0,2.0,2.6666667,5.0,3.3636363,2.0,2.0,3.0,3.0,3.0,3.0,4
82269,2.0,0.0,2.0,3.0,4.0,3.090909,1.0,2.0,1.0,1.0,4.0,3.0,4
22842,1.8,2.0,1.0,3.3333333,6.0,2.4545455,4.0,0.0,2.0,2.0,1.0,3.0,4
14279,2.0,2.0,2.0,2.3333333,7.0,1.7272727,0.0,1.0,2.0,1.0,3.0,3.0,4
73577,2.4000001,1.0,1.0,2.6666667,3.0,2.8181818,1.0,1.0,3.0,3.0,3.0,3.0,4
43177,1.7,2.0,2.0,3.3333333,,2.2727273,2.0,2.0,0.0,0.0,1.0,3.0,4
26857,1.2,2.0,2.0,3.5,,2.0,4.0,4.0,1.0,1.0,4.0,0.0,4
28327,2.4000001,1.0,1.0,4.0,,2.3636363,1.0,1.0,1.0,1.0,4.0,3.0,4
52302,1.7,0.0,2.0,3.5,5.0,3.090909,1.0,1.0,3.0,3.0,3.0,3.0,4
97050,2.4000001,0.0,2.0,3.0,,3.2727273,4.0,4.0,0.0,1.0,4.0,3.0,4
46418,1.4,0.0,2.0,3.0,7.0,2.5454545,1.0,4.0,1.0,1.0,0.0,3.0,4
93002,2.0,2.0,2.0,3.1666667,4.0,2.1818182,0.0,1.0,3.0,3.0,4.0,3.0,4
56543,2.0999999,2.0,2.0,3.1666667,7.0,3.8181818,4.0,2.0,3.0,3.0,3.0,3.0,4
17470,2.0999999,0.0,1.0,2.6666667,,2.909091,1.0,1.0,1.0,0.0,4.0,2.0,4
35180,2.0,2.0,2.0,2.8333333,,1.4545455,0.0,2.0,3.0,3.0,3.0,3.0,4
89142,1.6,2.0,3.0,3.0,4.0,2.5454545,3.0,3.0,3.0,3.0,3.0,3.0,4
24898,1.6,0.0,0.0,2.6666667,6.0,3.1818182,4.0,4.0,2.0,2.0,3.0,3.0,4
74413,1.2,2.0,1.0,3.0,4.0,1.5454545,4.0,2.0,3.0,3.0,3.0,3.0,4
50976,1.8,0.0,2.0,2.3333333,,3.2727273,4.0,0.0,0.0,0.0,4.0,3.0,4
76485,2.3,2.0,2.0,3.6666667,,2.0,4.0,1.0,1.0,1.0,1.0,3.0,4
33239,1.5,3.0,2.0,3.8333333,,2.909091,1.0,1.0,1.0,1.0,1.0,2.0,4
67574,1.6,2.0,2.0,2.3333333,6.0,2.2727273,4.0,4.0,4.0,4.0,4.0,0.0,4
10469,2.5999999,2.0,1.0,2.6666667,,2.4545455,0.0,0.0,2.0,2.0,3.0,3.0,4
77789,1.8,0.0,1.0,3.6666667,5.0,1.4545455,0.0,3.0,2.0,0.0,4.0,3.0,4
88582,2.5999999,2.0,2.0,3.6666667,6.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4
67015,1.7,0.0,1.0,2.8333333,4.0,2.4545455,4.0,1.0,1.0,1.0,0.0,3.0,4
26272,1.1,2.0,2.0,3.1666667,4.0,3.3636363,0.0,0.0,3.0,3.0,3.0,3.0,4
88882,0.80000001,3.0,2.0,3.6666667,4.0,2.1818182,4.0,1.0,1.0,0.0,4.0,3.0,4
96828,0.80000001,3.0,2.0,3.3333333,,2.3636363,1.0,4.0,0.0,1.0,0.0,3.0,4
19245,2.0999999,1.0,2.0,2.1666667,6.0,3.2727273,4.0,1.0,1.0,0.0,2.0,2.0,4
83748,0.69999999,3.0,2.0,3.3333333,6.0,1.8181819,4.0,4.0,2.0,2.0,4.0,3.0,4
49915,0.60000002,3.0,2.0,4.6666665,,2.2727273,3.0,2.0,0.0,0.0,1.0,3.0,4
78407,2.0,0.0,2.0,3.0,5.0,2.3636363,1.0,3.0,3.0,3.0,0.0,3.0,4
93787,2.5999999,0.0,1.0,3.3333333,,3.090909,0.0,0.0,3.0,2.0,4.0,3.0,4
17270,2.2,0.0,2.0,3.1666667,,3.7272727,1.0,1.0,3.0,3.0,1.0,3.0,4
40864,2.0,1.0,1.0,3.5,,1.9090909,2.0,2.0,3.0,3.0,3.0,3.0,4
63347,1.9,0.0,1.0,3.5,4.0,1.8181819,3.0,3.0,2.0,2.0,1.0,3.0,4
48826,2.8,0.0,2.0,3.8333333,,2.2727273,4.0,4.0,4.0,4.0,1.0,4.0,4
35925,1.7,1.0,2.0,2.5,,3.8181818,4.0,4.0,3.0,3.0,3.0,3.0,4
44869,1.8,0.0,2.0,3.0,7.0,3.909091,3.0,3.0,3.0,3.0,2.0,3.0,5
34591,1.7,0.0,1.0,3.1666667,8.0,1.1818181,1.0,0.0,3.0,3.0,1.0,3.0,5
92552,1.4,4.0,2.0,3.5,7.0,1.0909091,1.0,1.0,4.0,1.0,1.0,3.0,5
73158,0.80000001,4.0,0.0,3.3333333,3.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,5
45963,2.8,0.0,2.0,3.8333333,6.0,0.27272728,0.0,0.0,0.0,0.0,4.0,3.0,5
22138,1.5,3.0,2.0,3.3333333,5.0,0.72727275,0.0,4.0,0.0,1.0,4.0,3.0,5
77941,1.1,4.0,0.0,4.1666665,7.0,1.6363636,3.0,3.0,1.0,1.0,4.0,2.0,5
44873,1.3,3.0,0.0,3.5,6.0,1.0909091,4.0,4.0,1.0,1.0,2.0,2.0,5
83005,1.9,0.0,2.0,3.0,5.0,1.7272727,1.0,0.0,3.0,2.0,4.0,3.0,5
31439,2.5,4.0,2.0,3.0,9.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,5
21899,1.9,3.0,2.0,2.8333333,7.0,1.5454545,0.0,0.0,1.0,1.0,0.0,0.0,5
32249,1.6,3.0,2.0,4.0,6.0,1.8181819,1.0,1.0,4.0,1.0,4.0,3.0,5
45375,1.5,3.0,2.0,3.0,8.0,1.4545455,0.0,1.0,4.0,0.0,0.0,0.0,5
25536,1.2,4.0,2.0,3.6666667,5.0,1.5454545,1.0,3.0,3.0,3.0,1.0,3.0,5
32037,1.3,3.0,0.0,3.0,7.0,1.3636364,1.0,3.0,3.0,1.0,4.0,3.0,5
46558,0.89999998,4.0,0.0,3.3333333,7.0,2.8181818,0.0,0.0,0.0,3.0,3.0,3.0,5
93699,1.6,3.0,1.0,3.6666667,8.0,1.7272727,0.0,1.0,2.0,3.0,4.0,3.0,5
36875,2.2,3.0,2.0,2.8333333,5.0,1.1818181,1.0,0.0,0.0,0.0,4.0,3.0,5
84011,1.5,3.0,2.0,2.8333333,6.0,1.0,1.0,4.0,0.0,0.0,3.0,3.0,5
90646,2.9000001,0.0,2.0,3.5,9.0,1.4545455,4.0,3.0,1.0,1.0,4.0,3.0,5
88008,2.0,3.0,2.0,2.8333333,5.0,1.8181819,4.0,1.0,3.0,3.0,3.0,2.0,5
83566,2.2,3.0,2.0,3.3333333,7.0,0.36363637,0.0,0.0,3.0,3.0,1.0,3.0,5
21090,1.1,3.0,2.0,3.8333333,5.0,0.36363637,3.0,3.0,3.0,3.0,3.0,3.0,5
87032,2.7,0.0,2.0,2.8333333,9.0,2.3636363,0.0,3.0,3.0,3.0,4.0,3.0,5
94641,1.5,0.0,3.0,2.3333333,10.0,1.2727273,3.0,3.0,3.0,3.0,2.0,3.0,5
82728,2.2,3.0,2.0,3.6666667,7.0,0.90909094,4.0,1.0,3.0,3.0,3.0,3.0,5
45076,1.5,0.0,1.0,3.6666667,4.0,1.6363636,3.0,4.0,3.0,0.0,4.0,3.0,5
58437,0.89999998,4.0,0.0,3.0,8.0,3.6363637,1.0,1.0,4.0,1.0,4.0,4.0,5
94862,1.4,3.0,0.0,3.3333333,4.0,1.3636364,4.0,1.0,1.0,0.0,4.0,0.0,5
14606,0.40000001,4.0,0.0,3.3333333,3.0,1.5454545,1.0,0.0,3.0,3.0,2.0,3.0,5
64075,1.1,3.0,2.0,3.3333333,6.0,3.0,1.0,4.0,2.0,2.0,1.0,3.0,5
39787,1.3,4.0,2.0,3.3333333,6.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,5
44872,1.7,3.0,2.0,3.6666667,,0.18181819,4.0,0.0,1.0,1.0,4.0,3.0,5
87783,1.8,4.0,2.0,3.5,,1.4545455,3.0,2.0,0.0,0.0,4.0,3.0,5
57325,2.3,3.0,2.0,3.3333333,6.0,2.090909,4.0,3.0,3.0,0.0,4.0,3.0,5
27306,1.2,4.0,0.0,4.1666665,5.0,0.0,4.0,4.0,2.0,2.0,4.0,3.0,5
46365,2.2,4.0,0.0,3.3333333,8.0,0.54545456,1.0,1.0,4.0,1.0,1.0,2.0,5
74492,1.7,3.0,2.0,3.3333333,5.0,0.54545456,4.0,0.0,0.0,1.0,2.0,3.0,5
