egoid,stress,happy,health,trust,sleep_quality,sedentary,exercise_alone,exercise_others,beer,wine,caffeine,tobacco,wave
79395,2.5999999,2.0,2.0,3.3333333,6.0,1.7272727,4.0,4.0,0.0,3.0,4.0,3.0,5
59863,1.0,4.0,0.0,3.3333333,4.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,5
63419,2.3,0.0,2.0,3.5,6.0,1.4545455,0.0,4.0,3.0,3.0,3.0,3.0,5
22913,0.69999999,3.0,1.0,3.6666667,6.0,0.81818181,0.0,0.0,1.0,0.0,1.0,2.0,5
91313,2.2,3.0,0.0,3.5,8.0,1.0909091,1.0,1.0,0.0,0.0,4.0,3.0,5
14511,2.5999999,0.0,2.0,3.3333333,8.0,1.2727273,1.0,0.0,1.0,1.0,4.0,3.0,5
73962,1.8,3.0,2.0,3.3333333,6.0,1.0909091,1.0,3.0,1.0,1.0,4.0,3.0,5
48969,4.0,2.0,3.0,1.3333334,10.0,2.8181818,4.0,2.0,3.0,2.0,2.0,3.0,5
10153,0.60000002,4.0,0.0,3.3333333,5.0,1.0909091,1.0,4.0,1.0,1.0,0.0,3.0,5
64296,1.1,4.0,2.0,3.8333333,4.0,0.63636363,1.0,1.0,3.0,3.0,1.0,2.0,5
17569,1.3,4.0,0.0,3.3333333,9.0,1.0909091,2.0,1.0,1.0,1.0,0.0,1.0,5
77036,1.6,3.0,2.0,3.3333333,4.0,0.27272728,4.0,0.0,2.0,2.0,3.0,3.0,5
53518,2.0,3.0,2.0,2.5,8.0,1.0909091,0.0,0.0,1.0,1.0,4.0,1.0,5
33953,1.2,3.0,2.0,4.0,3.0,1.5454545,4.0,1.0,2.0,1.0,3.0,3.0,5
82986,0.80000001,4.0,2.0,4.5,8.0,0.090909094,1.0,4.0,3.0,3.0,3.0,3.0,5
11402,1.9,3.0,1.0,2.3333333,5.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,5
38610,0.80000001,3.0,2.0,4.3333335,5.0,0.90909094,4.0,0.0,2.0,2.0,3.0,3.0,5
96610,0.89999998,4.0,2.0,4.0,7.0,0.90909094,1.0,3.0,3.0,3.0,4.0,3.0,5
77711,2.0,0.0,2.0,3.0,6.0,1.7272727,3.0,4.0,0.0,1.0,3.0,3.0,5
17020,1.7,3.0,1.0,2.6666667,5.0,0.72727275,0.0,4.0,2.0,3.0,2.0,3.0,5
48676,2.0,3.0,2.0,3.5,5.0,0.90909094,1.0,0.0,2.0,2.0,4.0,3.0,5
29885,1.6,3.0,2.0,3.1666667,7.0,1.6363636,4.0,1.0,1.0,1.0,4.0,3.0,5
79167,0.69999999,4.0,0.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,5
43710,1.6,4.0,0.0,3.1666667,8.0,1.7272727,0.0,4.0,3.0,1.0,0.0,3.0,5
22455,1.0,4.0,0.0,2.8333333,5.0,1.3636364,4.0,3.0,3.0,3.0,3.0,3.0,5
57443,1.4,3.0,2.0,2.8333333,5.0,1.1818181,0.0,0.0,3.0,3.0,0.0,3.0,5
96469,0.89999998,4.0,0.0,4.0,5.0,0.45454547,3.0,4.0,3.0,1.0,4.0,3.0,5
94579,1.8,3.0,2.0,3.1666667,5.0,2.1818182,4.0,1.0,2.0,2.0,4.0,3.0,5
29257,0.80000001,3.0,2.0,3.1666667,5.0,0.81818181,1.0,1.0,1.0,0.0,3.0,3.0,5
23518,1.8,4.0,2.0,3.0,7.0,0.54545456,2.0,0.0,2.0,2.0,0.0,3.0,5
49539,1.5,3.0,2.0,4.0,5.0,0.72727275,3.0,3.0,3.0,3.0,4.0,3.0,5
63904,2.5999999,3.0,1.0,2.3333333,8.0,1.5454545,3.0,3.0,3.0,3.0,1.0,3.0,5
82490,1.6,3.0,2.0,3.5,8.0,2.1818182,4.0,0.0,1.0,0.0,0.0,3.0,5
20335,0.5,4.0,0.0,3.0,6.0,2.5454545,0.0,0.0,0.0,1.0,4.0,3.0,5
35031,1.6,3.0,0.0,3.5,5.0,1.0909091,4.0,0.0,1.0,1.0,0.0,3.0,5
88185,1.4,4.0,2.0,3.8333333,6.0,1.6363636,4.0,0.0,3.0,3.0,3.0,3.0,5
35344,3.0,2.0,2.0,3.1666667,4.0,0.18181819,4.0,1.0,1.0,1.0,4.0,3.0,5
31175,2.0,3.0,2.0,3.3333333,7.0,2.2727273,4.0,0.0,1.0,1.0,4.0,3.0,5
98325,1.8,2.0,1.0,3.0,6.0,0.54545456,1.0,1.0,2.0,0.0,4.0,3.0,5
36963,2.2,0.0,2.0,3.1666667,8.0,1.4545455,0.0,0.0,0.0,1.0,4.0,3.0,5
50666,1.5,4.0,2.0,3.5,7.0,0.27272728,1.0,0.0,3.0,2.0,3.0,3.0,5
42617,1.6,3.0,0.0,3.8333333,5.0,0.18181819,4.0,3.0,0.0,0.0,1.0,3.0,5
58793,2.0,4.0,2.0,3.0,4.0,1.7272727,4.0,1.0,1.0,1.0,4.0,3.0,5
25548,1.8,3.0,2.0,3.5,6.0,1.5454545,1.0,0.0,1.0,1.0,4.0,3.0,5
25966,2.0,3.0,2.0,3.3333333,11.0,2.0,4.0,1.0,2.0,0.0,4.0,3.0,5
43581,3.2,3.0,0.0,3.5,7.0,0.72727275,1.0,0.0,1.0,4.0,2.0,3.0,5
91551,1.3,3.0,0.0,2.8333333,8.0,1.1818181,4.0,1.0,2.0,2.0,0.0,3.0,5
33657,2.0999999,2.0,0.0,3.5,4.0,1.2727273,0.0,1.0,0.0,1.0,4.0,3.0,5
65656,1.9,3.0,2.0,3.6666667,6.0,1.1818181,0.0,1.0,3.0,3.0,4.0,3.0,5
36117,1.8,3.0,1.0,3.8333333,5.0,1.7272727,3.0,0.0,0.0,0.0,1.0,3.0,5
82587,2.8,0.0,1.0,2.8333333,5.0,1.6363636,4.0,2.0,1.0,1.0,4.0,3.0,5
26320,2.0,0.0,2.0,4.1666665,6.0,0.63636363,1.0,1.0,3.0,1.0,2.0,3.0,5
77532,1.9,4.0,2.0,2.5,8.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5
92515,0.89999998,3.0,2.0,3.1666667,7.0,1.0909091,2.0,1.0,0.0,0.0,1.0,3.0,5
97844,2.5,4.0,2.0,3.8333333,6.0,0.54545456,2.0,1.0,1.0,1.0,3.0,3.0,5
49790,1.3,3.0,2.0,3.6666667,7.0,1.0909091,1.0,1.0,3.0,1.0,4.0,3.0,5
71592,2.0,3.0,1.0,3.1666667,7.0,0.81818181,0.0,1.0,1.0,1.0,4.0,3.0,5
15181,0.89999998,4.0,0.0,3.3333333,5.0,1.0909091,4.0,4.0,0.0,3.0,1.0,3.0,5
78657,1.7,0.0,2.0,3.1666667,6.0,1.3636364,4.0,4.0,1.0,0.0,3.0,3.0,5
48154,0.69999999,4.0,0.0,3.1666667,5.0,1.4545455,1.0,0.0,0.0,1.0,3.0,3.0,5
51495,2.5,3.0,1.0,2.6666667,7.0,0.36363637,3.0,1.0,0.0,0.0,4.0,3.0,5
17932,1.2,3.0,2.0,2.5,8.0,1.5454545,1.0,4.0,0.0,1.0,4.0,3.0,5
95026,2.5999999,2.0,0.0,2.5,9.0,1.5454545,4.0,1.0,4.0,1.0,4.0,1.0,5
66800,2.3,3.0,2.0,3.3333333,,3.7272727,4.0,1.0,1.0,3.0,3.0,3.0,5
80429,1.6,0.0,2.0,2.8333333,5.0,1.8181819,3.0,3.0,1.0,1.0,0.0,3.0,5
67709,1.9,3.0,2.0,3.3333333,3.0,1.8181819,1.0,1.0,3.0,3.0,0.0,3.0,5
36552,2.0999999,3.0,0.0,3.1666667,6.0,0.90909094,4.0,2.0,2.0,2.0,4.0,3.0,5
14301,1.6,3.0,2.0,3.5,6.0,0.72727275,1.0,1.0,2.0,2.0,4.0,3.0,5
63138,1.5,3.0,2.0,3.5,5.0,1.3636364,2.0,2.0,2.0,2.0,1.0,3.0,5
51298,1.2,4.0,2.0,3.0,7.0,1.5454545,1.0,2.0,1.0,0.0,1.0,0.0,5
74632,2.4000001,3.0,2.0,3.3333333,8.0,1.1818181,0.0,2.0,3.0,3.0,2.0,3.0,5
16654,1.4,3.0,2.0,3.3333333,4.0,1.3636364,1.0,4.0,1.0,1.0,1.0,3.0,5
84768,1.8,0.0,2.0,2.1666667,,1.0909091,0.0,0.0,3.0,2.0,0.0,3.0,5
29134,1.9,3.0,1.0,2.3333333,6.0,4.181818,3.0,3.0,3.0,3.0,3.0,3.0,5
24029,1.8,3.0,2.0,3.5,6.0,2.5454545,4.0,1.0,3.0,3.0,3.0,3.0,5
49086,0.89999998,4.0,2.0,3.6666667,5.0,1.6363636,4.0,0.0,0.0,2.0,3.0,3.0,5
85503,3.0,2.0,1.0,1.6666666,6.0,1.7272727,2.0,3.0,4.0,4.0,4.0,3.0,5
22119,2.9000001,3.0,2.0,3.5,8.0,1.3636364,3.0,4.0,1.0,1.0,4.0,3.0,5
25172,0.40000001,4.0,0.0,3.3333333,3.0,-0.090909094,1.0,4.0,0.0,0.0,4.0,3.0,5
77134,3.0,2.0,1.0,2.0,8.0,0.54545456,1.0,1.0,0.0,1.0,1.0,3.0,5
95490,2.0999999,0.0,1.0,3.6666667,6.0,1.5454545,1.0,0.0,1.0,1.0,4.0,2.0,5
23253,1.7,4.0,2.0,3.3333333,5.0,2.090909,4.0,1.0,0.0,0.0,4.0,3.0,5
90079,1.7,4.0,0.0,3.1666667,7.0,1.0909091,0.0,1.0,3.0,3.0,4.0,3.0,5
47584,2.0999999,3.0,2.0,3.5,8.0,0.90909094,0.0,3.0,1.0,1.0,1.0,3.0,5
97990,1.9,3.0,2.0,3.0,4.0,2.6363637,1.0,3.0,3.0,3.0,2.0,3.0,5
91429,2.5999999,2.0,1.0,2.1666667,7.0,2.1818182,1.0,1.0,0.0,0.0,4.0,3.0,5
82269,1.5,0.0,2.0,2.6666667,3.0,0.81818181,1.0,0.0,1.0,1.0,4.0,3.0,5
22842,1.6,0.0,2.0,3.3333333,10.0,1.4545455,1.0,0.0,2.0,0.0,0.0,3.0,5
14279,1.4,3.0,0.0,2.1666667,8.0,1.1818181,3.0,2.0,3.0,0.0,2.0,3.0,5
43177,0.80000001,4.0,2.0,3.1666667,5.0,1.4545455,2.0,2.0,0.0,1.0,1.0,3.0,5
26857,1.1,0.0,2.0,3.6666667,5.0,0.54545456,1.0,4.0,1.0,0.0,4.0,3.0,5
28327,2.4000001,2.0,2.0,3.8,8.0,1.1818181,2.0,3.0,1.0,1.0,4.0,3.0,5
52302,2.0,0.0,2.0,3.6666667,6.0,2.2727273,2.0,1.0,1.0,1.0,2.0,3.0,5
97050,2.2,2.0,2.0,3.3333333,7.0,1.0909091,4.0,4.0,1.0,1.0,4.0,3.0,5
46418,1.4,3.0,2.0,2.8333333,9.0,1.5454545,1.0,1.0,1.0,1.0,2.0,3.0,5
93002,1.6,4.0,0.0,3.3333333,9.0,0.81818181,1.0,1.0,3.0,3.0,4.0,3.0,5
17470,2.2,2.0,1.0,2.5,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,5
35180,2.0999999,3.0,2.0,2.6666667,6.0,0.54545456,0.0,0.0,3.0,3.0,3.0,3.0,5
89142,1.6,0.0,2.0,2.6666667,7.0,2.3636363,3.0,4.0,3.0,3.0,3.0,3.0,5
24898,1.0,3.0,0.0,2.5,6.0,1.3636364,4.0,4.0,3.0,3.0,2.0,3.0,5
74413,1.6,0.0,2.0,3.3333333,5.0,0.90909094,4.0,3.0,2.0,3.0,2.0,3.0,5
79352,1.9,3.0,2.0,4.0,7.0,0.63636363,0.0,0.0,3.0,3.0,0.0,3.0,5
50976,2.5,2.0,0.0,2.1666667,7.0,2.4545455,4.0,2.0,0.0,0.0,4.0,3.0,5
12156,1.4,3.0,2.0,2.0,8.0,1.1818181,1.0,0.0,1.0,0.0,0.0,3.0,5
76485,2.3,3.0,2.0,3.5,6.0,1.1818181,4.0,1.0,1.0,0.0,4.0,3.0,5
33239,1.5,4.0,0.0,3.6666667,5.0,1.6363636,4.0,2.0,1.0,1.0,2.0,3.0,5
72570,2.5,1.0,1.0,1.8333334,8.0,2.090909,3.0,3.0,3.0,3.0,4.0,3.0,5
67574,1.3,4.0,2.0,2.3333333,6.0,0.72727275,1.0,1.0,4.0,4.0,4.0,3.0,5
10469,2.0999999,0.0,2.0,2.8333333,10.0,1.1818181,2.0,2.0,3.0,2.0,2.0,3.0,5
77789,1.8,3.0,1.0,3.1666667,6.0,0.81818181,3.0,3.0,1.0,1.0,4.0,3.0,5
47024,3.0999999,4.0,2.0,3.0,6.0,1.3636364,1.0,4.0,1.0,1.0,0.0,3.0,5
67015,1.5,3.0,2.0,3.0,,1.8181819,1.0,1.0,1.0,1.0,3.0,3.0,5
88882,1.3,4.0,2.0,3.3333333,7.0,0.90909094,4.0,1.0,1.0,0.0,4.0,2.0,5
96828,1.0,4.0,0.0,3.3333333,5.0,1.6363636,1.0,4.0,2.0,1.0,2.0,3.0,5
19245,2.5,0.0,2.0,1.8333334,10.0,2.1818182,4.0,1.0,4.0,2.0,0.0,0.0,5
83748,1.0,3.0,2.0,3.0,9.0,0.27272728,4.0,1.0,3.0,3.0,2.0,3.0,5
49915,0.89999998,4.0,2.0,3.8333333,5.0,1.1818181,2.0,2.0,2.0,2.0,0.0,3.0,5
51865,2.0,3.0,2.0,1.8333334,6.0,1.3636364,3.0,4.0,1.0,1.0,1.0,2.0,5
93787,1.8,3.0,2.0,3.1666667,7.0,1.1818181,1.0,0.0,2.0,2.0,4.0,3.0,5
17270,1.9,3.0,2.0,3.0,7.0,2.1818182,1.0,3.0,2.0,3.0,4.0,3.0,5
18707,1.7,4.0,0.0,2.8333333,6.0,1.7272727,1.0,1.0,3.0,3.0,3.0,3.0,5
26718,1.8,3.0,2.0,3.8333333,6.0,0.27272728,1.0,0.0,3.0,3.0,4.0,3.0,5
63347,1.8,3.0,1.0,3.5,6.0,1.5454545,2.0,0.0,2.0,0.0,1.0,3.0,5
44869,2.5,2.0,2.0,2.8333333,8.0,5.818182,3.0,3.0,3.0,0.0,1.0,3.0,6
92552,2.5999999,1.0,1.0,3.0,6.0,3.1818182,0.0,3.0,3.0,3.0,4.0,1.0,6
73158,0.89999998,3.0,0.0,3.8333333,5.0,3.090909,1.0,4.0,3.0,3.0,3.0,3.0,6
45963,2.5,0.0,2.0,3.3333333,4.0,4.090909,1.0,1.0,1.0,0.0,3.0,3.0,6
22138,1.3,2.0,2.0,2.3333333,10.0,3.909091,3.0,1.0,0.0,1.0,4.0,3.0,6
77941,1.0,3.0,2.0,3.8333333,5.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,6
44873,1.0,2.0,0.0,3.6666667,7.0,3.1818182,1.0,4.0,4.0,1.0,1.0,3.0,6
83005,2.4000001,0.0,2.0,3.1666667,5.0,4.090909,0.0,2.0,3.0,0.0,4.0,3.0,6
31439,2.0,0.0,2.0,3.0,9.0,3.3636363,2.0,2.0,1.0,1.0,3.0,3.0,6
21899,1.2,0.0,1.0,3.3333333,7.0,3.7272727,2.0,3.0,1.0,2.0,0.0,1.0,6
46558,1.7,2.0,2.0,3.5,5.0,5.0,0.0,2.0,1.0,3.0,3.0,3.0,6
93699,1.8,2.0,2.0,3.0,9.0,3.909091,2.0,1.0,0.0,0.0,4.0,3.0,6
36875,1.4,3.0,0.0,3.1666667,,3.1818182,4.0,1.0,1.0,1.0,4.0,3.0,6
84011,1.2,2.0,2.0,3.1666667,5.0,3.1818182,1.0,4.0,1.0,1.0,2.0,3.0,6
90646,2.8,2.0,2.0,3.1666667,5.0,3.8181818,1.0,3.0,1.0,1.0,4.0,2.0,6
88008,2.5999999,0.0,1.0,2.5,4.0,4.909091,4.0,1.0,0.0,0.0,4.0,2.0,6
83566,1.8,2.0,2.0,3.5,5.0,2.8181818,3.0,0.0,3.0,2.0,1.0,3.0,6
21090,0.89999998,3.0,2.0,4.1666665,7.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,6
94641,0.60000002,2.0,1.0,2.1666667,9.0,4.2727275,2.0,3.0,3.0,3.0,2.0,3.0,6
82728,1.0,2.0,2.0,3.8333333,3.0,3.2727273,1.0,0.0,3.0,3.0,1.0,3.0,6
45076,0.80000001,0.0,2.0,3.6666667,5.0,4.5454545,4.0,4.0,3.0,1.0,3.0,3.0,6
58437,1.5,2.0,0.0,2.6666667,7.0,5.090909,4.0,1.0,4.0,0.0,4.0,4.0,6
14606,0.60000002,2.0,2.0,3.5,4.0,4.2727275,1.0,4.0,3.0,3.0,3.0,3.0,6
64075,0.80000001,0.0,2.0,3.8333333,4.0,5.4545455,4.0,0.0,0.0,0.0,0.0,3.0,6
44872,0.60000002,2.0,2.0,3.5,6.0,4.5454545,1.0,4.0,0.0,1.0,4.0,3.0,6
57325,2.0999999,2.0,1.0,3.3333333,5.0,4.181818,3.0,4.0,2.0,0.0,4.0,3.0,6
27306,1.2,3.0,0.0,4.0,6.0,2.4545455,4.0,1.0,2.0,2.0,4.0,3.0,6
46365,2.8,2.0,2.0,3.3333333,7.0,2.4545455,4.0,2.0,4.0,1.0,4.0,1.0,6
74492,1.0,2.0,2.0,3.5,,3.2727273,4.0,0.0,1.0,1.0,1.0,3.0,6
51760,0.80000001,3.0,0.0,3.5,7.0,2.7272727,4.0,3.0,4.0,0.0,2.0,3.0,6
72806,0.80000001,3.0,2.0,3.8333333,5.0,3.6363637,4.0,0.0,0.0,0.0,2.0,3.0,6
98766,1.0,3.0,2.0,3.6666667,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,6
60997,1.0,0.0,3.0,2.1666667,4.0,3.909091,2.0,2.0,4.0,0.0,3.0,3.0,6
36038,0.80000001,3.0,2.0,3.0,6.0,3.3636363,0.0,3.0,1.0,1.0,4.0,4.0,6
39146,1.2,2.0,2.0,3.3333333,5.0,4.2727275,2.0,3.0,3.0,1.0,4.0,3.0,6
67918,1.1,2.0,2.0,3.3333333,4.0,4.4545455,0.0,3.0,0.0,0.0,4.0,3.0,6
34467,1.5,3.0,2.0,4.0,4.0,3.1818182,1.0,4.0,3.0,3.0,2.0,3.0,6
32668,1.7,0.0,1.0,3.1666667,5.0,3.909091,1.0,3.0,4.0,4.0,4.0,2.0,6
24079,2.0,2.0,1.0,2.6666667,,3.6363637,4.0,4.0,0.0,0.0,1.0,3.0,6
59673,0.69999999,2.0,2.0,4.5,5.0,3.1818182,1.0,0.0,4.0,1.0,4.0,3.0,6
74899,2.4000001,2.0,2.0,4.0,6.0,4.3636365,1.0,1.0,1.0,1.0,3.0,2.0,6
81807,0.89999998,3.0,2.0,3.1666667,5.0,3.3636363,4.0,1.0,0.0,2.0,3.0,3.0,6
91176,2.0999999,2.0,1.0,3.1666667,8.0,3.0,3.0,1.0,0.0,0.0,1.0,3.0,6
35011,3.0,2.0,3.0,3.1666667,4.0,4.181818,0.0,1.0,3.0,1.0,1.0,3.0,6
35416,2.5999999,0.0,1.0,3.3333333,7.0,4.090909,0.0,3.0,3.0,3.0,4.0,3.0,6
89710,1.9,2.0,2.0,3.0,,5.3636365,1.0,1.0,2.0,0.0,4.0,3.0,6
97596,1.6,2.0,0.0,3.1666667,5.0,5.5454545,4.0,2.0,3.0,1.0,4.0,3.0,6
57359,1.2,3.0,2.0,3.3333333,5.0,3.3636363,1.0,2.0,0.0,0.0,4.0,3.0,6
17308,1.1,0.0,2.0,3.3333333,3.0,3.090909,4.0,1.0,1.0,1.0,4.0,3.0,6
77872,0.69999999,2.0,2.0,3.8333333,4.0,3.909091,1.0,2.0,0.0,0.0,4.0,2.0,6
72348,1.5,2.0,2.0,3.6666667,7.0,4.181818,1.0,2.0,3.0,3.0,1.0,3.0,6
89607,2.0,0.0,2.0,3.0,8.0,1.5454545,3.0,3.0,3.0,3.0,3.0,3.0,6
28820,1.9,2.0,1.0,3.0,6.0,3.8181818,1.0,1.0,3.0,3.0,4.0,3.0,6
35347,1.4,2.0,2.0,2.0,7.0,4.6363635,3.0,3.0,2.0,1.0,4.0,3.0,6
45641,1.9,0.0,2.0,2.3333333,5.0,4.3636365,1.0,2.0,3.0,3.0,1.0,3.0,6
73452,1.8,2.0,2.0,3.0,9.0,4.090909,4.0,4.0,4.0,0.0,2.0,3.0,6
28312,1.8,0.0,1.0,3.1666667,9.0,4.181818,0.0,2.0,1.0,1.0,1.0,2.0,6
13486,1.6,3.0,0.0,3.0,7.0,6.181818,1.0,4.0,4.0,4.0,0.0,3.0,6
56805,2.0,2.0,0.0,2.8333333,4.0,2.6363637,1.0,4.0,3.0,3.0,3.0,3.0,6
26800,0.89999998,3.0,2.0,3.5,5.0,3.5454545,1.0,0.0,1.0,0.0,3.0,3.0,6
60493,2.0999999,2.0,2.0,2.3333333,3.0,2.3636363,3.0,3.0,3.0,3.0,3.0,3.0,6
84390,3.3,2.0,2.0,3.0,6.0,4.181818,4.0,0.0,2.0,2.0,4.0,3.0,6
74845,1.2,3.0,0.0,4.0,6.0,3.6363637,4.0,0.0,1.0,1.0,1.0,0.0,6
60396,1.6,0.0,1.0,3.6666667,2.0,2.909091,4.0,4.0,4.0,0.0,4.0,2.0,6
92412,0.89999998,3.0,2.0,3.3333333,7.0,2.090909,4.0,3.0,0.0,0.0,3.0,3.0,6
92038,0.40000001,3.0,0.0,3.3333333,7.0,2.909091,4.0,4.0,1.0,1.0,3.0,3.0,6
86440,0.0,0.0,2.0,3.3333333,,2.8181818,3.0,1.0,3.0,3.0,3.0,2.0,6
95585,2.0,0.0,0.0,3.0,,5.909091,4.0,2.0,1.0,2.0,1.0,3.0,6
14737,0.80000001,0.0,1.0,3.0,5.0,3.6363637,1.0,2.0,0.0,0.0,1.0,3.0,6
28223,0.30000001,3.0,2.0,2.8333333,4.0,4.090909,3.0,0.0,1.0,1.0,0.0,1.0,6
20179,0.69999999,0.0,2.0,3.3333333,,4.2727275,4.0,3.0,0.0,0.0,4.0,2.0,6
28653,1.9,0.0,2.0,3.1666667,,3.4545455,0.0,4.0,2.0,2.0,2.0,3.0,6
95559,0.89999998,3.0,2.0,3.1666667,4.0,3.1818182,1.0,1.0,4.0,1.0,4.0,3.0,6
30152,1.6,2.0,2.0,2.6666667,6.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,6
60367,2.4000001,0.0,2.0,3.0,,8.0,3.0,3.0,3.0,3.0,3.0,3.0,6
59592,1.9,2.0,1.0,3.5,4.0,4.3636365,1.0,3.0,2.0,0.0,1.0,3.0,6
22897,0.89999998,2.0,2.0,3.8333333,7.0,4.181818,0.0,1.0,1.0,1.0,4.0,2.0,6
89652,1.9,0.0,2.0,4.1666665,3.0,3.5454545,0.0,2.0,1.0,1.0,2.0,3.0,6
28724,2.4000001,2.0,2.0,3.8333333,,3.2727273,4.0,0.0,1.0,1.0,4.0,3.0,6
69831,1.1,2.0,1.0,3.5,5.0,5.818182,3.0,3.0,1.0,1.0,3.0,3.0,6
50072,1.8,0.0,1.0,3.3333333,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,6
44927,1.5,2.0,1.0,3.5,6.0,4.090909,2.0,2.0,3.0,2.0,0.0,3.0,6
